1.30,13.929,1.29
1.40,13.852,1.31
1.40,13.847,1.22
1.45,13.72,1.21
1.50,14.269,1.39
1.50,13.72,1.28
1.55,13.896,1.25
1.60,13.618,1.41
1.60,13.637,1.35
1.70,14.1,1.32
1.70,14.214,1.20
1.70,14.07,1.35
1.80,14.171,1.23
1.45,14.248,1.28
1.60,13.728,1.32
1.85,13.961,1.24
2.00,14.031,1.19
2.012,14.243,1.25
2.15,14.763,1.03
2.30,13.622,1.52
2.45,14.294,1.37
2.60,14.076,1.30
2.75,14.408,1.46
2.90,14.047,1.50
3.05,13.86,1.48
3.20,13.694,1.47
3.35,14.148,1.46
3.50,14.171,1.59
3.65,14.385,1.50
3.80,15.814,1.40
3.95,14.325,1.40
4.10,13.953,1.21
4.25,14.687,1.42
4.40,14.418,1.36
4.55,14.644,1.42
4.70,14.172,1.65
4.85,13.866,1.57
5.00,14.201,1.50
5.15,15.37,1.58
5.30,15.13,1.57
5.45,14.879,1.49
5.60,14.332,1.54
5.75,15.205,1.63
5.90,14.637,1.47
6.05,16.025,1.62
6.20,15.797,1.54
6.35,14.958,1.38
6.50,15.417,1.41
6.65,16.78,1.48
6.80,16.382,1.38
6.95,16.256,1.32
7.10,16.31,1.36
7.25,17.148,1.38
7.40,16.824,1.32
7.55,17.559,1.47
7.70,17.028,1.31
7.85,17.271,1.42
8.00,17.239,1.34
8.15,17.483,1.37
8.30,16.97,1.41
8.45,17.383,1.44
8.60,17.743,1.40
8.75,17.009,1.61
8.90,16.783,1.40
9.05,16.803,1.47
9.20,16.82,1.23
9.35,16.035,1.31
9.50,16.0,1.36
9.65,16.52,1.31
9.80,16.664,1.38
9.95,16.923,1.28
