4.0,4.40,6.439,1.08
4.0,4.55,6.55,0.97
4.0,4.70,6.391,0.90
4.0,4.85,6.404,0.87
4.0,5.00,6.361,0.99
4.0,5.15,6.727,0.90
4.0,5.30,7.049,1.08
4.0,5.45,7.288,1.16
4.0,5.60,6.71,0.77
4.0,5.75,7.176,0.94
4.0,5.90,7.064,0.91
4.0,6.05,7.678,1.07
4.0,6.20,7.444,1.02
4.0,6.35,7.38,1.01
4.0,6.50,7.62,1.00
4.0,6.65,7.634,1.01
4.0,6.80,7.484,0.97
4.0,6.95,7.599,1.03
4.0,7.10,7.79,1.07
4.0,7.25,7.83,1.03
4.0,7.40,7.765,1.00
4.0,7.55,7.702,1.12
4.0,7.70,7.863,1.07
4.0,7.85,7.83,1.03
4.0,8.00,7.633,1.11
4.0,8.15,7.685,1.01
4.0,8.30,7.823,1.00
4.0,8.45,7.674,0.97
4.0,8.60,7.35,0.90
4.0,8.75,8.076,1.05
4.0,8.90,8.034,0.98
4.0,9.05,7.797,1.07
4.0,9.20,7.93,1.01
4.0,9.35,7.955,0.96
4.0,9.50,7.605,0.97
4.0,9.65,7.978,0.92
4.0,9.80,9.041,0.81
4.0,9.95,9.324,0.88
5.0,1.30,18.316,1.39
5.0,1.40,17.676,1.42
5.0,1.40,17.475,1.71
5.0,1.45,17.009,1.23
5.0,1.50,18.684,1.37
5.0,1.50,17.129,1.48
5.0,1.55,17.849,1.46
5.0,1.60,17.943,1.43
5.0,1.60,17.736,1.47
5.0,1.70,18.164,1.49
5.0,1.70,17.84,1.41
5.0,1.70,17.639,1.40
5.0,1.80,17.782,1.46
5.0,1.45,18.271,1.28
5.0,1.60,17.455,1.54
5.0,1.85,18.109,1.36
5.0,2.00,16.963,1.32
5.0,2.012,17.512,1.42
5.0,2.15,17.173,1.19
5.0,2.30,18.299,1.46
5.0,2.45,17.872,1.46
5.0,2.60,17.658,1.57
5.0,2.75,18.88,1.44
5.0,2.90,18.467,1.55
5.0,3.05,17.45,1.76
5.0,3.20,18.056,1.33
5.0,3.35,17.972,1.73
5.0,3.50,19.176,1.46
5.0,3.65,18.488,1.42
5.0,3.80,19.53,1.48
5.0,3.95,18.166,1.36
5.0,4.10,16.989,1.45
5.0,4.25,19.068,1.46
5.0,4.40,18.349,1.52
5.0,4.55,18.065,1.59
5.0,4.70,19.169,1.55
5.0,4.85,18.311,1.52
5.0,5.00,19.603,1.61
5.0,5.15,20.273,1.52
5.0,5.30,19.558,1.54
5.0,5.45,18.832,1.49
5.0,5.60,19.503,1.62
5.0,5.75,19.586,1.55
5.0,5.90,19.592,1.57
5.0,6.05,20.198,1.71
5.0,6.20,20.277,1.74
5.0,6.35,19.249,1.48
5.0,6.50,19.64,1.50
5.0,6.65,20.711,1.48
5.0,6.80,20.33,1.46
5.0,6.95,20.573,1.41
5.0,7.10,19.91,1.32
5.0,7.25,20.583,1.23
5.0,7.40,20.477,1.23
5.0,7.55,21.506,1.32
5.0,7.70,20.385,1.24
5.0,7.85,20.91,1.29
5.0,8.00,20.563,1.38
5.0,8.15,20.485,1.30
5.0,8.30,21.045,1.30
5.0,8.45,21.266,1.63
5.0,8.60,21.436,1.37
5.0,8.75,21.787,1.64
5.0,8.90,20.815,1.27
5.0,9.05,22.049,1.98
5.0,9.20,21.114,1.24
5.0,9.35,20.373,1.36
5.0,9.50,20.525,1.55
5.0,9.65,21.178,1.29
5.0,9.80,20.241,0.99
5.0,9.95,20.296,1.03
